p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1.35031567067183e-66	0.347472924951354	0.72	0.596	3.20591946530907e-62	10	DUSP1
1.24580276579656e-51	0.26255958905963	0.594	0.444	2.9577849265542e-47	10	MT-ND6
0	1.44980377820993	0.766	0.211	0	11	SDS
0	1.40988233033525	0.682	0.173	0	11	RGS1
0	1.32050419491164	0.935	0.483	0	11	C1QC
0	1.27669043928388	0.836	0.308	0	11	LGMN
0	1.27020580438456	0.643	0.101	0	11	GPR183
0	0.97114602647686	0.512	0.09	0	11	A2M
0	0.96882344831025	0.779	0.473	0	11	HMOX1
0	0.876417894967182	0.706	0.262	0	11	FGL2
0	0.850863693507422	0.636	0.233	0	11	PLA2G7
0	0.836794222940182	0.772	0.405	0	11	TGFBI
0	0.832084444182493	0.983	0.833	0	11	CTSB
0	0.797720029628381	0.741	0.279	0	11	FPR3
0	0.792970102167816	0.53	0.111	0	11	STAB1
0	0.733512004090452	0.719	0.335	0	11	CD86
0	0.713767514110319	0.952	0.529	0	11	C1QB
0	0.70927542938269	0.501	0.161	0	11	RNASE6
0	0.705548522330668	0.818	0.41	0	11	MARCKS
0	0.679829850037265	0.86	0.498	0	11	SGK1
0	0.636945811099606	0.557	0.198	0	11	TTYH3
0	0.621161358030609	0.625	0.225	0	11	HES4
0	0.617151086560161	0.944	0.514	0	11	C1QA
0	0.599700824547636	0.419	0.1	0	11	MMP14
0	0.583468980582998	0.441	0.123	0	11	CD72
0	0.513010913518435	0.975	0.807	0	11	NPC2
0	0.506541204856755	0.339	0.061	0	11	SLC16A10
0	0.465857849944827	0.219	0.018	0	11	ADAMDEC1
3.45845952088873e-323	0.676779126888331	0.354	0.07	8.21107459449401e-319	11	NR4A3
1.97521871696832e-309	0.611369756285104	0.741	0.359	4.68956427782617e-305	11	FNIP2
1.42325496185262e-305	0.618107706050311	0.765	0.411	3.37909193043049e-301	11	HAVCR2
5.47646231311091e-304	0.555864142114241	0.354	0.079	1.30022168237879e-299	11	PMP22
8.91703140325697e-301	0.774579963321799	0.493	0.16	2.11708159576127e-296	11	ARL4C
1.33696515259494e-298	0.615337508848167	0.637	0.278	3.1742226652909e-294	11	CD84
2.00110872590297e-298	0.66199077327003	0.626	0.257	4.75103233703884e-294	11	SLAMF7
1.36892109638473e-297	1.21009752079022	0.606	0.246	3.25009246703663e-293	11	SPP1
1.08374044507801e-289	0.601735335580749	0.659	0.316	2.57301656470422e-285	11	GNA13
7.71322138589952e-288	0.733535917604888	0.921	0.69	1.83127302144026e-283	11	IFI30
4.306520688308e-281	0.729775951208291	0.427	0.121	1.02245414181809e-276	11	RGS2
2.64947282809770e-278	0.657592301206028	0.86	0.585	6.29037838846955e-274	11	RSAD2
7.98207253823975e-272	0.605235224656393	0.57	0.252	1.89510366202888e-267	11	CSF1R
7.1162557615564e-264	0.465455862957088	0.841	0.491	1.68954144290872e-259	11	MAFB
3.61501524817971e-261	0.627408623934582	0.629	0.284	8.58276920222828e-257	11	IL4I1
4.20542220921202e-260	0.444847822262455	0.995	0.839	9.98451340911119e-256	11	CST3
9.92170427537122e-260	0.56502034069621	0.764	0.461	2.35561102905863e-255	11	LIMS1
1.16681577924769e-256	0.545993495708979	0.938	0.849	2.77025402308986e-252	11	CALM1
1.44801329158339e-254	0.591714271087809	0.789	0.45	3.43787315687728e-250	11	MS4A6A
1.52806806719757e-253	0.280343508951407	0.14	0.007	3.62793920514048e-249	11	OLFML3
5.12687065718279e-253	0.553506080283122	0.571	0.264	1.21722163142834e-248	11	GPR137B
5.27769637170077e-253	0.450726408555314	0.988	0.932	1.2530306725692e-248	11	SAT1
1.50876600187761e-252	0.447867729466435	0.391	0.115	3.58211224165782e-248	11	CD80
3.15411095936096e-252	0.564016608709694	0.733	0.401	7.4884902397148e-248	11	CD83
2.41629391496539e-251	0.51433987277365	0.542	0.222	5.73676501291083e-247	11	SDSL
5.62465341727154e-251	0.498678043522728	0.599	0.264	1.33540521432861e-246	11	NECTIN2
7.60642131854283e-251	0.562268903430297	0.861	0.577	1.80591654944844e-246	11	TNFSF13B
2.46014960332816e-249	0.575090058799682	0.618	0.285	5.84088718822172e-245	11	ABCA1
3.22920230777379e-249	0.612336379842275	0.542	0.217	7.66677211911653e-245	11	TMEM176B
3.7804881024758e-248	0.542406334652593	0.804	0.506	8.97563485289805e-244	11	CREG1
1.11775423390358e-245	0.490988179358323	1	0.964	2.65377210213388e-241	11	CD74
3.09508331847724e-241	0.584321591460004	0.642	0.323	7.34834681472866e-237	11	RALA
4.95369540259256e-241	0.532814896563451	0.685	0.347	1.17610636248353e-236	11	LHFPL2
2.66483766249313e-237	0.631749530113421	0.641	0.324	6.3268575782912e-233	11	CREM
4.83924301651777e-237	0.715437889412745	0.511	0.195	1.14893307698165e-232	11	RNASE1
1.4547365207283e-235	0.431060539233317	0.357	0.108	3.45383544751313e-231	11	CD276
1.80810425471785e-234	0.535337609211721	0.35	0.104	4.29280112155111e-230	11	C1orf54
9.41104911469661e-226	0.448484521343532	0.952	0.767	2.23437128081127e-221	11	CTSL
4.40955230022243e-225	0.545003687720687	0.679	0.347	1.04691590711881e-220	11	CALHM6
2.54835646787169e-219	0.464430598239653	0.443	0.155	6.05030792602097e-215	11	BASP1
4.59395447892089e-218	0.502525702718529	0.443	0.157	1.0906966723854e-213	11	TMEM176A
1.06049204866813e-215	0.547678268256485	0.295	0.077	2.51782022194787e-211	11	C3
1.24853910966696e-211	0.526823246735854	0.841	0.59	2.96428155417129e-207	11	ZFP36
2.94240736890937e-211	0.529710664612079	0.934	0.838	6.98586357526463e-207	11	ISG15
1.29716250192646e-210	0.492823074653766	0.769	0.491	3.07972321207379e-206	11	RAB31
7.71630927867713e-210	0.507521366396769	0.636	0.342	1.83200614894352e-205	11	SOAT1
1.65517639330591e-208	0.360623844545163	0.589	0.277	3.92971979298688e-204	11	RGL1
6.08869467501969e-208	0.301184996668591	0.135	0.01	1.44557788974317e-203	11	PLD4
8.75525762303769e-203	0.743842108898997	0.877	0.71	2.07867326486161e-198	11	FABP5
9.77901352418469e-202	0.461739061290168	0.93	0.759	2.32173339091193e-197	11	KLF6
1.46489195065518e-201	0.465282002630869	0.846	0.583	3.47794646924552e-197	11	PLEK
3.87077441359239e-201	0.36980420948445	0.525	0.228	9.18999261275105e-197	11	SPHK1
5.08250093355413e-201	0.380054695050266	0.987	0.82	1.20668737164442e-196	11	HLA-DPA1
1.14395273333007e-199	0.491541052220737	0.821	0.581	2.71597257947226e-195	11	TPM4
5.42529190018446e-198	0.398551873245819	0.986	0.877	1.28807280294179e-193	11	PSAP
1.43682910215588e-197	0.545545352249834	0.522	0.263	3.41131965433848e-193	11	CD40
2.77124769175657e-196	0.375510791451601	0.396	0.136	6.57949626976844e-192	11	ADGRE2
5.54883668081975e-196	0.45308544969273	0.542	0.246	1.31740480476022e-191	11	GALM
1.10525276163014e-195	0.45469054713972	0.851	0.588	2.62409110666228e-191	11	SOD2
1.18006959992411e-195	0.433418945985121	0.807	0.529	2.80172124413983e-191	11	RNF130
8.5177937999803e-195	0.473893884908541	0.704	0.419	2.02229460399132e-190	11	GNS
1.48315127533796e-193	0.535044718246733	0.85	0.606	3.52129775790738e-189	11	IFIT1
6.63683334137029e-193	0.288509221435464	0.196	0.031	1.57571697190814e-188	11	ETV5
1.89261257810549e-192	0.447038370593829	0.702	0.4	4.49344078293805e-188	11	MPP1
2.58826292642161e-186	0.357691700014959	0.369	0.123	6.14505383991019e-182	11	FAM20C
1.15774152359573e-185	0.359213508915085	0.263	0.063	2.74870992532098e-181	11	SCIN
2.67458529925503e-185	0.464112547176238	0.595	0.313	6.3500004174913e-181	11	GNB4
3.58664808318668e-183	0.35269192921022	0.797	0.511	8.51541987910181e-179	11	IL1RN
1.63791162951947e-181	0.315289524712321	0.306	0.087	3.88872979080512e-177	11	GAS6
2.43293173599181e-180	0.436711795973634	0.689	0.391	5.77626652759175e-176	11	LILRB4
2.69489478182218e-178	0.464916746002222	0.635	0.342	6.39821919100223e-174	11	ATF5
9.67398368785745e-178	0.66194569130512	0.585	0.329	2.29679720717112e-173	11	RHOB
2.81621506331981e-177	0.349413852718627	0.952	0.829	6.68625780333388e-173	11	TYMP
3.53986001178917e-176	0.391231789996594	0.259	0.067	8.40433563998985e-172	11	IGFBP4
5.30783604992026e-176	0.331800191897128	0.968	0.775	1.26018643497207e-171	11	HLA-DPB1
1.37285343135658e-175	0.29235685406743	0.604	0.317	3.2594286167268e-171	11	EMP1
1.06379864187865e-174	0.3975963215971	0.587	0.297	2.5256707355483e-170	11	PLEKHO1
2.09942344853827e-173	0.547690967157548	0.556	0.281	4.98445115151955e-169	11	TREM2
6.24630223494353e-173	0.462834918551788	0.354	0.132	1.48299707662029e-168	11	LPAR6
5.42789401794875e-172	0.360825409101908	0.41	0.159	1.28869059774139e-167	11	SNN
1.75850978457595e-171	0.4290093533729	0.532	0.263	4.17505393054022e-167	11	SLC8A1
4.60896193743272e-171	0.511195562967406	0.883	0.695	1.09425974318528e-166	11	IFI27
4.79710407395684e-168	0.355481983089848	0.342	0.118	1.13892844923883e-163	11	SEMA4A
1.78670270826705e-167	0.414758344929509	0.666	0.376	4.24198956996763e-163	11	SIGLEC1
1.31634501304593e-166	0.4844304519578	0.437	0.191	3.12526632997365e-162	11	PFKFB3
7.36510767105842e-166	0.438341324406729	0.545	0.289	1.74862386326269e-161	11	SLC31A1
1.91479897430834e-165	0.421774845796954	0.892	0.759	4.54611572480285e-161	11	ATP6V1G1
1.13928468324864e-164	0.421971455648566	0.791	0.557	2.70488969496892e-160	11	MGAT1
1.82764625810457e-164	0.497673374642871	0.643	0.384	4.33919774599187e-160	11	C5AR1
1.91238075228771e-164	0.663311942991091	0.439	0.202	4.54037438208147e-160	11	INSIG1
2.68048033611341e-164	0.43634134827333	0.879	0.678	6.36399641400046e-160	11	MX1
3.42196819767406e-164	0.452960555299967	0.324	0.109	8.12443689491776e-160	11	NR4A2
1.12330549177353e-163	0.476618462586474	0.468	0.209	2.66695189856872e-159	11	OTUD1
1.29036612475045e-163	0.331340581158161	0.307	0.096	3.06358725338252e-159	11	SDC3
1.79661021903228e-163	0.450756815499156	0.849	0.622	4.26551198202644e-159	11	CTSZ
3.32616657644954e-163	0.575151897185839	0.421	0.182	7.89698468580649e-159	11	MMP19
3.35805769269307e-163	0.471339534176347	0.855	0.645	7.97270057399188e-159	11	PLAUR
2.34740435572199e-162	0.379618651505491	0.119	0.013	5.57320742135514e-158	11	SLC40A1
1.25117561363161e-161	0.365866661882826	0.671	0.385	2.97054114188416e-157	11	PTPRE
1.34840783844874e-161	0.303763975518909	0.454	0.202	3.201389890045e-157	11	SERPINB9
1.83228075717128e-160	0.424723370255415	0.644	0.38	4.35020097367605e-156	11	SLC31A2
1.92145483202184e-159	0.406533999008141	0.505	0.242	4.56191806218626e-155	11	METRNL
2.84110668109642e-159	0.361277154313106	0.24	0.063	6.74535548225912e-155	11	ANKH
9.11469838357267e-159	0.308687174090036	0.936	0.713	2.16401169022782e-154	11	HLA-DRB5
1.10983647946152e-158	0.373188152528215	0.582	0.305	2.63497376953753e-154	11	RAB20
1.22446572232666e-158	0.346426689043082	0.955	0.849	2.90712651794795e-154	11	LAPTM5
5.24675081896097e-158	0.534146903986006	0.481	0.234	1.24568357943771e-153	11	NR1H3
1.77590819058904e-155	0.287705345544369	0.304	0.098	4.2163612260965e-151	11	FAM20A
1.03075314266249e-153	0.435073352875314	0.778	0.523	2.44721411130929e-149	11	ATP6V0C
1.11241265049352e-153	0.386918645478611	0.583	0.319	2.64109011480172e-149	11	ACOT9
2.83808228574308e-153	0.397523212955902	0.631	0.364	6.73817496281122e-149	11	SIRPA
4.37829524065709e-153	0.448918824120661	0.577	0.307	1.03949485603681e-148	11	ATF3
1.63457764165774e-152	0.412141113259016	0.716	0.443	3.8808142368238e-148	11	LIPA
6.7032584157355e-151	0.384680182590944	0.46	0.222	1.59148761306392e-146	11	MFSD12
2.23337558801351e-150	0.450555524084752	0.803	0.559	5.30248032106167e-146	11	IGSF6
2.302167357028e-150	0.318121965349675	0.293	0.096	5.46580573905587e-146	11	RASGRP3
2.3384633365353e-148	0.325892580053951	0.782	0.521	5.5519796536021e-144	11	LYN
2.14731378638035e-147	0.39210672564644	0.726	0.466	5.09815239162422e-143	11	MFSD1
2.39917942984623e-147	0.39744244816052	0.533	0.286	5.69613180234091e-143	11	ATP2A2
2.84088503775305e-147	0.400363069895015	0.5	0.251	6.74482925663328e-143	11	CD4
3.62774610111524e-147	0.444042834785409	0.733	0.461	8.61299479326779e-143	11	CXCL10
5.24920350640964e-147	0.309161699202127	0.279	0.088	1.24626589649178e-142	11	CD109
5.76648127705349e-147	0.376610699799214	0.802	0.539	1.36907798479804e-142	11	MS4A4A
1.65766205297131e-146	0.409099094565038	0.58	0.311	3.93562124616449e-142	11	IER3
3.595715539792e-146	0.393257491841103	0.597	0.331	8.53694783457416e-142	11	ITGAX
6.09944942810701e-146	0.354839051454802	0.51	0.255	1.44813128322117e-141	11	PEA15
7.94485512820807e-146	0.397091965746428	0.72	0.462	1.88626750453916e-141	11	IFIH1
2.32107092735919e-145	0.356533528871818	0.541	0.282	5.5106865957362e-141	11	EMILIN2
5.2821004742481e-144	0.368471749416921	0.729	0.46	1.25407629459598e-139	11	CDKN1A
1.31785862659105e-143	0.291521851937334	0.383	0.156	3.12885995125247e-139	11	DOCK4
3.79462535131308e-143	0.258112660667465	0.239	0.066	9.0091995090875e-139	11	PLEKHG2
2.62127704600955e-141	0.427223093934296	0.597	0.343	6.22343596263587e-137	11	GM2A
7.05901434006567e-141	0.390845386569419	0.746	0.508	1.67595118461839e-136	11	SCARB2
1.33370261499436e-140	0.302987257850901	0.329	0.121	3.16647674851961e-136	11	SMIM3
1.55175026427661e-140	0.372558348204122	0.483	0.239	3.68416547744554e-136	11	ALCAM
2.30068410761861e-140	0.313731738252575	0.482	0.239	5.46228420830811e-136	11	IDO1
1.74807343909612e-139	0.401035818124211	0.64	0.385	4.150275959102e-135	11	IL10RA
3.03064090720519e-139	0.493022349302903	0.894	0.79	7.19534764188655e-135	11	EMP3
1.96506785572048e-138	0.393484237677202	0.447	0.212	4.66546410305157e-134	11	UGCG
9.1708135162054e-138	0.348728491711969	0.216	0.056	2.17733454501749e-133	11	IL10
3.14096266570584e-137	0.347229058799044	0.407	0.179	7.4572735609188e-133	11	ABL2
1.11106869903799e-136	0.321328808313322	0.722	0.462	2.63789930525598e-132	11	HIF1A
1.56346264540094e-136	0.393935749754197	0.471	0.241	3.71197301271092e-132	11	GLA
3.95353055009048e-135	0.380305637213363	0.402	0.178	9.38647223202482e-131	11	IL27
3.10829787512326e-134	0.327718552672036	0.929	0.763	7.37972081511765e-130	11	CD68
5.79880878358886e-134	0.34625666900166	0.503	0.257	1.37675318139967e-129	11	ADAP2
6.80710443597587e-134	0.308583110884245	0.482	0.238	1.61614273518939e-129	11	SRGAP2
2.75048661338114e-133	0.386546841255599	0.65	0.395	6.5302053174895e-129	11	GSN
5.45399478882881e-133	0.382055857459607	0.973	0.851	1.29488744276374e-128	11	CTSD
6.09749356840416e-133	0.36112853036127	0.287	0.113	1.44766692301052e-128	11	SLC7A8
7.59948801146383e-133	0.369010032052235	0.462	0.232	1.80427044368174e-128	11	FMNL2
7.89531703394226e-132	0.256537421430557	0.297	0.105	1.87450617019857e-127	11	SLC1A4
3.40993003232121e-131	0.368660632178931	0.534	0.288	8.09585588273702e-127	11	TCN2
5.81734802473831e-131	0.322492515568221	0.548	0.296	1.38115476803337e-126	11	C3AR1
5.86441040308143e-131	0.432051996640725	0.595	0.35	1.39232831789959e-126	11	CEBPD
3.58481327425759e-130	0.329173554468241	0.836	0.617	8.51106367574236e-126	11	GBP1
4.81160220746898e-130	0.3877011025509	0.469	0.232	1.14237059609728e-125	11	AXL
2.66338974533433e-129	0.390394333388207	0.756	0.539	6.32341993337276e-125	11	SYNGR2
3.47459625240897e-129	0.330278675724108	0.88	0.717	8.24938642246937e-125	11	LITAF
3.94739069717967e-129	0.354674777953169	0.867	0.682	9.37189499324397e-125	11	IFIT3
6.47467192822252e-129	0.354650209094605	0.385	0.17	1.53721660919859e-124	11	NRP2
1.07774464240316e-127	0.364850988506986	0.535	0.3	2.55878132999358e-123	11	ATP6V1A
2.43398023359009e-127	0.353226432257908	0.577	0.332	5.77875587058959e-123	11	MYOF
4.68000881933541e-127	0.308339173251773	0.823	0.587	1.11112769388661e-122	11	CD81
2.64510027855711e-126	0.34514688009014	0.788	0.554	6.27999708135028e-122	11	ZEB2
3.14825081173977e-126	0.266786337269947	0.98	0.915	7.47457707723256e-122	11	SRGN
1.61753597116246e-125	0.376923344350249	0.936	0.787	3.84035390273392e-121	11	GLUL
2.9453434039635e-125	0.274626688832676	0.264	0.089	6.99283430969015e-121	11	CREB5
3.56335856269781e-125	0.358104699474453	0.56	0.322	8.46012589955715e-121	11	IQGAP2
2.45816360646623e-124	0.330730812170925	0.455	0.233	5.83617203447213e-120	11	CYFIP1
9.43561784595692e-124	0.364184771472892	0.232	0.082	2.24020438898709e-119	11	ZNF331
2.19736529795427e-122	0.363896022140864	0.489	0.253	5.21698469040302e-118	11	FOSB
4.68793101847547e-122	0.390948068031814	0.694	0.462	1.11300858240645e-117	11	GBP4
6.82878828380936e-122	0.288463101896932	0.944	0.852	1.62129091434202e-117	11	UBC
2.04413210481814e-120	0.323958702165857	0.426	0.208	4.85317844325922e-116	11	DENND1B
2.04585559648184e-120	0.269126590503487	0.821	0.593	4.85727035716719e-116	11	DUSP1
2.89982459091343e-120	0.316242704578544	0.344	0.147	6.88476354374667e-116	11	FAM49A
3.7425519037559e-120	0.408802200369317	0.545	0.31	8.88556672989726e-116	11	KLF4
1.78301473514903e-119	0.359274526757495	0.461	0.243	4.23323358419082e-115	11	RB1
3.57202215882261e-118	0.319526167563637	0.75	0.518	8.48069500947664e-114	11	TPP1
5.40898237262822e-118	0.661195347991227	0.248	0.085	1.28420059490939e-113	11	AREG
6.73841966787923e-118	0.335704147085595	0.693	0.455	1.59983559754789e-113	11	STAT2
2.93584338538775e-117	0.325013603812815	0.76	0.538	6.97027936558759e-113	11	CTSA
4.26439423478434e-116	0.278856044394464	0.148	0.03	1.0124524792225e-111	11	LY9
5.94794222245703e-116	0.315604220224134	0.717	0.479	1.41216044245575e-111	11	LAIR1
1.86796801448638e-115	0.265521108162958	0.77	0.535	4.43492965999356e-111	11	MX2
2.05470603196421e-115	0.294712089138352	0.434	0.214	4.87828306108942e-111	11	RHOC
4.56663194678362e-115	0.322878273153133	0.755	0.536	1.08420975680537e-110	11	NAPA
6.32924359386533e-115	0.378060965349334	0.554	0.334	1.50268901405551e-110	11	STX4
1.3215362244897e-114	0.284864960975093	0.942	0.822	3.13759130418344e-110	11	ANXA5
3.20902129312949e-113	0.26931389974151	0.423	0.208	7.61885835414803e-109	11	ADAM9
6.40343179549251e-113	0.260339409593917	0.828	0.611	1.52030277688583e-108	11	IFIT2
1.9696022766299e-112	0.344093212030815	0.853	0.699	4.67622972517471e-108	11	RNF213
2.31983570640694e-112	0.290862574321533	0.427	0.214	5.50775393415135e-108	11	MICAL1
3.31512117032641e-112	0.283731606342422	0.383	0.179	7.87076068258896e-108	11	RUBCN
3.45177864420248e-112	0.283232420967555	1	0.991	8.19521285706554e-108	11	MT-CO2
3.86195993615419e-112	0.324054520410002	0.794	0.574	9.16906528041727e-108	11	IFI44L
9.14515706234269e-112	0.271068605224868	0.34	0.146	2.1712431897414e-107	11	TCF4
1.46401286763471e-111	0.267693893181425	0.404	0.195	3.47585935033832e-107	11	SNX8
2.15477247260481e-111	0.338287545565974	0.76	0.544	5.11586080445834e-107	11	PARP14
2.2161673694674e-111	0.33178380622874	0.611	0.377	5.2616245685895e-107	11	PIM3
4.68467412623739e-110	0.334569827986724	0.411	0.205	1.11223533105128e-105	11	HSD3B7
1.10813140419515e-109	0.294182558348231	0.351	0.157	2.63092557984013e-105	11	SLC1A3
1.14252901075761e-109	0.267469799875519	0.456	0.236	2.71259237734072e-105	11	SECTM1
1.25917055588617e-109	0.309365419590682	0.468	0.247	2.98952273378494e-105	11	SOCS3
5.26928050485395e-109	0.329372005369175	0.829	0.645	1.25103257746242e-104	11	STAT1
1.55000332296494e-108	0.318969638571797	0.478	0.268	3.68001788938336e-104	11	ABHD12
2.67651318526491e-108	0.289517165082024	0.865	0.69	6.35457760445594e-104	11	PLSCR1
6.51184758279172e-108	0.262278370663235	0.255	0.092	1.54604285310641e-103	11	SATB1
1.17755394939152e-107	0.294886407389791	0.636	0.402	2.79574858664535e-103	11	DDX58
1.57125737879159e-107	0.323416577122956	0.794	0.58	3.730479268727e-103	11	TNFSF10
6.0798643216346e-107	0.428776395507593	0.682	0.461	1.44348138724249e-102	11	CD14
1.50489466991061e-106	0.2888559878355	0.603	0.371	3.57292092530177e-102	11	MTHFD2
2.08473733785885e-106	0.416300417896957	0.606	0.383	4.94958338754448e-102	11	LMNA
4.27188715541662e-106	0.316651136219513	0.582	0.352	1.01423144843901e-101	11	SAMSN1
9.32290920429174e-106	0.270422622483254	0.412	0.205	2.21344510328295e-101	11	ARID5B
2.07671728333998e-105	0.299543430640963	0.967	0.864	4.93054217410577e-101	11	LGALS1
3.11555848678987e-105	0.306891903257396	0.607	0.381	7.39695895933651e-101	11	CYTH1
2.05606412381199e-104	0.333277674075826	0.744	0.533	4.88150744275444e-100	11	WARS
2.9375160498057e-104	0.396043557591075	0.524	0.324	6.9742506054487e-100	11	REL
4.22197500915572e-104	0.358417728127244	0.381	0.188	1.00238130667375e-99	11	CXorf21
1.15752478311223e-103	0.337262561179928	0.43	0.229	2.74819534006506e-99	11	OGFRL1
1.47984583481789e-103	0.285693725613529	0.688	0.46	3.51344998102464e-99	11	OAS3
1.50320830938439e-103	0.299389037074541	0.37	0.176	3.56891716814041e-99	11	ABI3
2.98235929578391e-103	0.264703184463033	0.821	0.62	7.08071744005017e-99	11	EPSTI1
3.1163521202854e-102	0.319170974340178	0.542	0.318	7.3988432039816e-98	11	CPVL
4.21899512408893e-102	0.311921418848276	0.64	0.416	1.00167382236119e-97	11	CTNNB1
7.12381417975293e-102	0.25747189611277	0.418	0.213	1.69133596255694e-97	11	RHBDF2
7.55040118373213e-102	0.308974071468956	0.33	0.146	1.79261624904168e-97	11	PHLDA1
1.24452665477746e-101	0.273919786153438	0.543	0.321	2.95475518377265e-97	11	NADK
1.4131582337058e-101	0.282608612081503	0.261	0.101	3.3551202784643e-97	11	ENTPD1
2.58403437569567e-101	0.295673677033893	0.963	0.889	6.13501441477667e-97	11	NEAT1
6.93926876522211e-101	0.363156293809696	0.687	0.481	1.64752119023903e-96	11	NT5C3A
2.51075567983632e-100	0.304660932650269	0.587	0.365	5.96103613506738e-96	11	RASGEF1B
7.34242940540906e-99	0.461604568392438	0.601	0.384	1.74323958943222e-94	11	CCL4L2
8.74175855713748e-99	0.324488165906771	0.745	0.547	2.07546831663558e-94	11	SAMD9L
1.25786832376373e-98	0.338151737598468	0.911	0.816	2.98643097427985e-94	11	MT2A
2.55219448370869e-98	0.28320992743928	0.619	0.397	6.05942014322117e-94	11	GK
6.71275844410304e-98	0.303516416713855	0.469	0.267	1.59374310979894e-93	11	ATP6V1H
1.6000965762169e-97	0.261758869987992	0.263	0.106	3.79894929125417e-93	11	SGPL1
1.9519553630503e-97	0.278878098293155	0.42	0.218	4.63433242295403e-93	11	RNF145
2.65448702829659e-97	0.279839437788975	0.571	0.35	6.30228310258177e-93	11	GCH1
7.94387982923531e-97	0.274953305097189	0.9	0.78	1.88603594905705e-92	11	ATP6V1F
5.28118239509059e-96	0.276493395298069	0.695	0.475	1.25385832424241e-91	11	ADA2
5.95204419040025e-96	0.267820177723025	0.731	0.512	1.41313433168483e-91	11	FCGR2A
7.28839515862445e-96	0.253697700055544	0.321	0.145	1.73041077856062e-91	11	MRAS
1.18915034499783e-95	0.267535513840871	0.705	0.488	2.82328074909384e-91	11	DDX60L
1.58987422488859e-95	0.349034659493535	0.716	0.497	3.7746793847305e-91	11	GPNMB
2.31166637820501e-95	0.263034433086351	0.41	0.212	5.48835831513432e-91	11	NAIP
4.24670070927264e-95	0.284667402795136	0.59	0.373	1.00825168239551e-90	11	STX11
1.00146056836557e-94	0.260184634506146	0.383	0.191	2.37766768141353e-90	11	IL6R
2.43533074911549e-94	0.416641837211168	0.293	0.128	5.78196226455e-90	11	EREG
3.49930366470453e-94	0.263800702590816	0.605	0.387	8.30804676074151e-90	11	CCL4
5.78723071397261e-94	0.255980199502605	0.264	0.11	1.37400431611138e-89	11	ARHGAP21
5.95571101905334e-94	0.270111574037696	0.829	0.644	1.41400491014364e-89	11	GRB2
8.81153678097358e-94	0.29781546444617	0.616	0.398	2.09203506253875e-89	11	EZR
1.06425541279284e-93	0.268629919863974	0.584	0.367	2.52675520105275e-89	11	USP18
1.63784153457669e-93	0.298213881616125	0.718	0.518	3.88856337139197e-89	11	CFLAR
2.65393358898797e-93	0.296510505577642	0.818	0.634	6.30096912697524e-89	11	ITGB2
4.02773650215663e-93	0.295513698317327	0.223	0.08	9.56265200342027e-89	11	NR4A1
4.34373255805584e-93	0.321106185004445	0.49	0.288	1.03128898393362e-88	11	RAP2B
4.68163155267358e-93	0.282130480412873	0.475	0.269	1.11151296323576e-88	11	MIDN
8.76318510569429e-93	0.327331343110857	0.63	0.418	2.08055540779394e-88	11	PTMS
1.07920162098417e-92	0.30462454823352	0.767	0.565	2.56224048854063e-88	11	JUNB
4.28286401546767e-92	0.27486555517609	0.539	0.329	1.01683757455233e-87	11	IGF2R
3.68883978566879e-91	0.306962136780486	0.663	0.458	8.75804341913485e-87	11	GBP2
6.31356894552303e-91	0.281114603109374	0.675	0.465	1.49896753904608e-86	11	RBMS1
1.15597722837917e-90	0.262412118112331	0.721	0.516	2.74452113561784e-86	11	RAB1A
1.21959809643385e-90	0.296257434176638	0.919	0.782	2.89556980055326e-86	11	PRDX1
1.33667087948388e-90	0.336033582242594	0.721	0.526	3.17352400207063e-86	11	RNASET2
8.82688060861337e-90	0.287501718276552	0.533	0.324	2.09567799409699e-85	11	DRAM1
8.90797358259698e-90	0.513707384600026	0.423	0.228	2.11493108798018e-85	11	CXCL11
1.04871548081279e-89	0.317123981716647	0.616	0.411	2.48986029454572e-85	11	ANXA4
2.97441290762759e-88	0.270750890300346	0.858	0.699	7.06185112528942e-84	11	ATOX1
7.21931974397596e-88	0.371748390311098	0.644	0.459	1.71401089361477e-83	11	ADGRE5
8.34498939317491e-88	0.269808734791654	0.766	0.579	1.98126738172759e-83	11	MOB1A
8.75800231408058e-88	0.295212899701433	0.611	0.406	2.07932490940901e-83	11	ZNFX1
4.86970062022774e-87	0.251342518210231	0.255	0.104	1.15616432125447e-82	11	MEF2C
3.4640542200359e-86	0.261557124137211	0.459	0.263	8.22435752920924e-82	11	GLMP
1.61508183608564e-84	0.279619610338358	0.453	0.26	3.83452729523453e-80	11	ATP13A3
2.26328089304812e-84	0.305838793889769	0.666	0.468	5.37348149627484e-80	11	UCP2
2.30049948665137e-84	0.282956424882922	0.713	0.509	5.46184588120769e-80	11	JUND
4.34797898061778e-84	0.250455406771712	0.354	0.18	1.03229716957827e-79	11	PAK1
5.64051587118053e-84	0.283792494378746	0.553	0.358	1.33917127813568e-79	11	DYNC1H1
1.49940341420846e-83	0.281377643989138	0.592	0.391	3.55988358601372e-79	11	RRBP1
1.61849581794809e-83	0.259661291452006	0.683	0.483	3.84263277097237e-79	11	NFE2L2
2.45257876943658e-83	0.268779582412421	0.433	0.244	5.82291251439632e-79	11	ACP2
3.18254051608192e-83	0.282748265958612	0.657	0.45	7.55598769328169e-79	11	PLD3
